x1,y1,z1,x2,y2,z2
18.0,25.0,4.209199384141648,1.0,24.0,60.17209631728046
18.0,25.0,1.8379099923722348,17.0,21.0,181.04356060606054
18.0,27.0,0.7547734627831713,0.0,25.0,62.64938271604938
18.0,27.0,8.063356164383562,4.0,24.0,6.600714285714285
18.0,29.0,30.990708333333323,9.0,24.0,4.538028169014083
18.0,31.0,3.462650602409638,2.0,24.0,48.167361111111106
18.0,32.0,2.714593698175788,2.0,24.0,8.822666666666665
18.0,28.0,30.57309286898839,2.0,24.0,90.77777777777777
18.0,32.0,6.833292781832928,1.0,24.0,0.0
18.0,28.0,3.973494486853266,0.0,24.0,125.69279279279279
0.0,27.0,13.05726392251816,,,
18.0,32.0,3.9322249589490967,,,
18.0,24.0,5.215012722646311,,,
18.0,29.0,2.9186716791979954,,,
18.0,24.0,1.6253119429590015,,,
18.0,24.0,6.372855987055017,,,
18.0,31.0,7.368072916666666,,,
18.0,30.0,83.90764840182646,,,
18.0,26.0,3.4414800995024875,,,
18.0,29.0,1.9102597402597403,,,
18.0,28.0,9.32280193236715,,,
18.0,26.0,4.687640449438201,,,
18.0,27.0,0.6036877394636014,,,
18.0,24.0,3.0076480990274086,,,
18.0,30.0,4.976315789473683,,,
18.0,32.0,0.6015232974910394,,,
18.0,33.0,46.04205653021441,,,
17.0,30.0,13.344668458781364,,,
18.0,27.0,1.6598870056497177,,,
18.0,31.0,12.305712936732764,,,
18.0,29.0,1.169934640522876,,,
17.0,24.0,6.310328014184397,,,
17.0,25.0,5.361759504862952,,,
16.0,24.0,3.580160984848485,,,
17.0,24.0,5.0349340866290015,,,
1.0,24.0,128.5,,,
16.0,23.0,6.362476459510359,,,
7.0,32.0,1.3758169934640523,,,
1.0,27.0,20.387209302325584,,,
16.0,29.0,1.3385511651469095,,,
2.0,32.0,22.748780487804876,,,
16.0,27.0,2.608490566037736,,,
16.0,28.0,1.0412698412698411,,,
15.0,32.0,7.39241452991453,,,
15.0,36.0,0.5635179153094463,,,
14.0,24.0,4.661290322580645,,,
14.0,27.0,4.61722972972973,,,
14.0,30.0,9.469702176403208,,,
13.0,24.0,0.5257352941176472,,,
13.0,33.0,4.991399762752076,,,
13.0,24.0,3.725563909774436,,,
13.0,25.0,3.389705882352941,,,
12.0,24.0,4.107279693486591,,,
13.0,24.0,1.1011673151750974,,,
12.0,24.0,7.303846153846154,,,
13.0,24.0,3.9610389610389607,,,
12.0,26.0,2.924901185770751,,,
12.0,24.0,3.6224719101123593,,,
12.0,24.0,21.45614035087719,,,
12.0,38.0,38.54563994374121,,,
12.0,25.0,1.828125,,,
12.0,22.0,4.178988326848248,,,
12.0,24.0,2.2741935483870974,,,
12.0,25.0,0.6522576361221779,,,
12.0,24.0,2.5584415584415585,,,
12.0,29.0,2.2614107883817423,,,
12.0,24.0,6.390804597701149,,,
11.0,34.0,19.250980392156862,,,
11.0,36.0,1.1818181818181817,,,
11.0,24.0,9.140350877192983,,,
11.0,30.0,0.8333333333333331,,,
11.0,25.0,3.3565217391304345,,,
10.0,27.0,1.859090909090909,,,
10.0,30.0,0.3272727272727273,,,
10.0,30.0,1.7818181818181815,,,
10.0,31.0,3.20704845814978,,,
10.0,25.0,14.627906976744185,,,
10.0,24.0,2.0825688073394497,,,
10.0,24.0,0.1461187214611872,,,
10.0,32.0,2.065,,,
10.0,30.0,18.402843601895732,,,
10.0,27.0,4.847619047619047,,,
10.0,27.0,15.314009661835748,,,
9.0,24.0,7.348314606741571,,,
9.0,24.0,8.39903846153846,,,
9.0,24.0,3.31219512195122,,,
9.0,23.0,9.48730964467005,,,
9.0,26.0,7.2462311557788945,,,
9.0,24.0,9.797979797979796,,,
9.0,28.0,11.03045685279188,,,
9.0,24.0,9.237864077669903,,,
9.0,24.0,10.91,,,
8.0,24.0,11.538461538461538,,,
9.0,27.0,6.707446808510638,,,
9.0,32.0,0.0,,,
9.0,23.0,10.475675675675676,,,
8.0,28.0,12.041176470588237,,,
8.0,31.0,12.833333333333332,,,
8.0,28.0,1.7662337662337662,,,
7.0,24.0,0.7005988023952096,,,
7.0,32.0,14.077844311377245,,,
7.0,27.0,4.613636363636363,,,
7.0,26.0,0.56875,,,
7.0,30.0,0.3892617449664429,,,
7.0,30.0,26.482269503546096,,,
7.0,35.0,12.3955223880597,,,
6.0,30.0,30.104895104895103,,,
6.0,30.0,5.511627906976743,,,
6.0,31.0,12.580645161290322,,,
6.0,30.0,0.0,,,
5.0,30.0,6.311475409836064,,,
5.0,22.0,1.2666666666666664,,,
5.0,24.0,0.23853211009174316,,,
5.0,32.0,21.383838383838384,,,
5.0,24.0,0.29523809523809524,,,
5.0,24.0,0.6796116504854369,,,
5.0,25.0,2.8235294117647056,,,
5.0,25.0,10.5,,,
4.0,25.0,5.401869158878505,,,
4.0,26.0,4.349514563106796,,,
4.0,34.0,26.235294117647058,,,
4.0,27.0,6.270833333333332,,,
4.0,27.0,43.23711340206186,,,
4.0,23.0,10.64130434782609,,,
4.0,27.0,0.32608695652173914,,,
4.0,26.0,0.16867469879518074,,,
4.0,28.0,3.928571428571428,,,
4.0,26.0,8.416666666666666,,,
4.0,24.0,6.6265060240963845,,,
4.0,36.0,1.91025641025641,,,
3.0,32.0,0.7738095238095238,,,
3.0,29.0,15.17391304347826,,,
3.0,26.0,0.0,,,
2.0,29.0,5.847457627118644,,,
2.0,24.0,11.446808510638297,,,
2.0,29.0,0.0,,,
2.0,35.0,2.25531914893617,,,
2.0,29.0,0.0,,,
2.0,31.0,22.604651162790695,,,
2.0,23.0,2.1666666666666665,,,
2.0,23.0,11.837209302325581,,,
2.0,30.0,0.04878048780487805,,,
1.0,31.0,1.333333333333333,,,
1.0,25.0,0.0,,,
1.0,29.0,2.233333333333333,,,
1.0,1.0,32.86363636363637,,,
1.0,26.0,0.0,,,
1.0,23.0,20.352941176470587,,,
0.0,27.0,1.7058823529411764,,,
0.0,24.0,4.058823529411764,,,
0.0,23.0,23.555555555555557,,,
0.0,23.0,36.375,,,
0.0,29.0,0.0,,,
0.0,23.0,0.0,,,
7.0,21.0,29.641165234001914,,,
5.0,24.0,61.66105072463767,,,
5.0,25.0,120.19406130268199,,,
5.0,2.0,6.224242424242424,,,
2.0,25.0,37.288095238095245,,,
2.0,24.0,53.00503875968992,,,
2.0,24.0,0.011805555555555557,,,
3.0,24.0,43.11383647798742,,,
4.0,24.0,1.444270833333333,,,
4.0,24.0,145.10343642611682,,,
2.0,24.0,129.54824561403512,,,
3.0,24.0,10.766397849462365,,,
0.0,24.0,0.29537037037037034,,,
0.0,24.0,19.061979166666667,,,
0.0,25.0,3.9443452380952375,,,
4.0,24.0,25.82685950413224,,,
1.0,24.0,2.5722222222222224,,,
4.0,25.0,31.14855967078189,,,
2.0,24.0,4.866129032258064,,,
0.0,24.0,13.19970760233918,,,
3.0,24.0,1.532156862745098,,,
2.0,25.0,70.25220125786164,,,
5.0,24.0,12.906765676567657,,,
2.0,24.0,3.2989583333333323,,,
2.0,24.0,13.494350282485875,,,
5.0,24.0,8.875757575757575,,,
5.0,24.0,4.644080996884736,,,
2.0,24.0,78.67469135802467,,,
2.0,24.0,83.2889880952381,,,
0.0,24.0,6.67741935483871,,,
2.0,24.0,29.12244897959184,,,
4.0,28.0,6.402777777777778,,,
4.0,24.0,50.972972972972975,,,
2.0,30.0,18.479166666666668,,,
2.0,25.0,71.72093023255816,,,
3.0,24.0,15.551020408163268,,,
3.0,23.0,7.458490566037736,,,
6.0,24.0,10.622448979591837,,,
2.0,24.0,14.40625,,,
2.0,24.0,9.305555555555555,,,
2.0,24.0,5.1,,,
4.0,23.0,23.932432432432428,,,
4.0,25.0,50.43421052631579,,,
4.0,23.0,13.2,,,
4.0,23.0,7.132075471698114,,,
4.0,23.0,36.64814814814815,,,
2.0,23.0,11.285714285714286,,,
2.0,23.0,114.4,,,
1.0,24.0,16.078743961352657,,,
1.0,24.0,17.848850574712642,,,
4.0,24.0,0.754830917874396,,,
2.0,24.0,156.28950617283948,,,
1.0,24.0,2.0049645390070916,,,
1.0,24.0,1.0589041095890408,,,
1.0,24.0,0.0,,,
1.0,24.0,16.905092592592595,,,
1.0,24.0,1.2871980676328503,,,
1.0,24.0,26.165384615384617,,,
1.0,24.0,0.21865671641791043,,,
2.0,24.0,317.96384180790966,,,
2.0,24.0,51.46841269841271,,,
1.0,24.0,6.1938775510204085,,,
0.0,24.0,43.80851063829788,,,
0.0,24.0,196.6986301369863,,,
0.0,24.0,255.40425531914894,,,
0.0,24.0,5.9642857142857135,,,
0.0,24.0,189.8987341772152,,,
0.0,24.0,13.686274509803921,,,
0.0,24.0,195.24074074074076,,,
0.0,24.0,89.16666666666667,,,
0.0,24.0,199.94545454545454,,,
0.0,24.0,241.11111111111111,,,
0.0,24.0,184.83544303797467,,,
0.0,24.0,99.29411764705881,,,
